2.485695,0.285721,0.042209,0.999109,goal,
4.267204,0.324854,0.478215,0.878243,
4.513877,1.047004,0.228775,0.973479,
5.156283,1.245214,-0.999999,0.001293,goal,
3.426213,1.352401,0.884996,0.465599,
3.181760,1.812739,0.938571,0.345086,goal,
1.697136,2.438893,0.999050,0.043574,
1.113926,2.479618,0.999999,0.001210,goal,
